,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
726,601006.SH,20210104,6.44,6.46,6.41,6.44,6.46,-0.02,-0.3096,307198.14,197751.359
725,601006.SH,20210105,6.44,6.5,6.41,6.5,6.44,0.06,0.9317,391372.2,252924.894
724,601006.SH,20210106,6.47,6.55,6.45,6.54,6.5,0.04,0.6154,574490.71,374020.689
723,601006.SH,20210107,6.51,6.53,6.46,6.51,6.54,-0.03,-0.4587,426641.53,277356.619
722,601006.SH,20210108,6.5,6.56,6.47,6.53,6.51,0.02,0.3072,385391.98,251360.111
721,601006.SH,20210111,6.51,6.53,6.46,6.48,6.53,-0.05,-0.7657,301596.95,195731.653
720,601006.SH,20210112,6.48,6.51,6.45,6.51,6.48,0.03,0.463,302180.66,195760.643
719,601006.SH,20210113,6.49,6.67,6.46,6.62,6.51,0.11,1.6897,647171.84,425169.271
718,601006.SH,20210114,6.61,6.78,6.57,6.61,6.62,-0.01,-0.1511,715259.42,478409.57
717,601006.SH,20210115,6.61,6.69,6.59,6.65,6.61,0.04,0.6051,492978.73,327314.607
716,601006.SH,20210118,6.67,6.67,6.61,6.64,6.65,-0.01,-0.1504,304421.91,201997.789
715,601006.SH,20210119,6.62,6.64,6.58,6.64,6.64,0,0,319313.26,211232.868
714,601006.SH,20210120,6.64,6.64,6.55,6.57,6.64,-0.07,-1.0542,274297.79,180692.986
713,601006.SH,20210121,6.57,6.59,6.52,6.56,6.57,-0.01,-0.1522,348857.1,228478.3
712,601006.SH,20210122,6.54,6.56,6.46,6.48,6.56,-0.08,-1.2195,286040.25,186019.104
711,601006.SH,20210125,6.48,6.49,6.41,6.43,6.48,-0.05,-0.7716,338213.74,217664.534
710,601006.SH,20210126,6.43,6.47,6.42,6.43,6.43,0,0,210306.86,135472.644
709,601006.SH,20210127,6.44,6.5,6.42,6.44,6.43,0.01,0.1555,250348.16,161428.543
708,601006.SH,20210128,6.42,6.46,6.41,6.44,6.44,0,0,324153.12,208436.365
707,601006.SH,20210129,6.44,6.45,6.36,6.37,6.44,-0.07,-1.087,361150.89,231274.643
706,601006.SH,20210201,6.37,6.4,6.35,6.38,6.37,0.01,0.157,306793.68,195535.52
705,601006.SH,20210202,6.4,6.43,6.36,6.39,6.38,0.01,0.1567,235530.21,150514.321
704,601006.SH,20210203,6.4,6.4,6.36,6.39,6.39,0,0,206973.72,131971.658
703,601006.SH,20210204,6.39,6.4,6.35,6.38,6.39,-0.01,-0.1565,224240.17,142925.705
702,601006.SH,20210205,6.38,6.42,6.35,6.41,6.38,0.03,0.4702,191376.62,122257.801
701,601006.SH,20210208,6.41,6.46,6.4,6.43,6.41,0.02,0.312,193769.16,124602.467
700,601006.SH,20210209,6.43,6.47,6.42,6.46,6.43,0.03,0.4666,209307.25,134908.928
699,601006.SH,20210210,6.46,6.55,6.45,6.55,6.46,0.09,1.3932,337462,219920.596
